student_id,internship_id,success_prob,hybrid_v2,rural_urban,college_tier,gender,rank_fair,explain_reasons,missing_skills,course_suggestions,skill_overlap,skill_match_count
STU_0003,INT_0086,0.0010462376825457,0.5003504004358013,rural,tier_3,male,1,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0003,INT_0088,0.0010254717121465,0.5116154906973645,rural,tier_3,male,2,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""sql""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0003,INT_0156,0.0010203983017712,0.5175083535403536,rural,tier_3,male,3,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0003,INT_0105,0.0009997269185183,0.5187192048455074,rural,tier_3,male,4,"[""This data science role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself"", ""This role offers excellent learning opportunities in data science""]","[""sql"", ""py""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}], ""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}",[],0
STU_0003,INT_0153,0.0009996960001349,0.5581250849887052,rural,tier_3,male,5,"[""You already know ml, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""ml""]",1
STU_0004,INT_0106,0.0009969431377921,0.5396626740962271,urban,tier_1,female,1,"[""You already know sql and ml, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.2) make you a competitive candidate""]",[],{},"[""sql"", ""ml""]",2
STU_0004,INT_0031,0.0009834726672449,0.5428306105944044,urban,tier_1,female,2,"[""You already know sql, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.2) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0004,INT_0118,0.0009742431897214,0.6545889904346835,urban,tier_1,female,3,"[""You already know sql and ml, which are required skills"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.2) make you a competitive candidate""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""sql"", ""ml""]",2
STU_0004,INT_0013,0.0009682594438276,0.5797522388963161,urban,tier_1,female,4,"[""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.2) make you a competitive candidate"", ""Located in your preferred city (Bangalore)""]","[""java"", ""py""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}], ""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}",[],0
STU_0004,INT_0097,0.0009645691133854,0.535365305267108,urban,tier_1,female,5,"[""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 9.2) make you a competitive candidate"", ""This role offers excellent learning opportunities in mobile apps""]","[""java"", ""py""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}], ""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}",[],0
STU_0005,INT_0114,0.0010790833471473,0.4623991064962281,urban,tier_2,male,1,"[""You already know py, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.9) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0005,INT_0007,0.001045373636201,0.4703212937186085,urban,tier_2,male,2,"[""You already know py, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.9) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0005,INT_0008,0.0010440091645783,0.4473637050613699,urban,tier_2,male,3,"[""You already know java and py, which are required skills"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.9) make you a competitive candidate""]","[""sql""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}]}","[""java"", ""py""]",2
STU_0005,INT_0196,0.0010355133174451,0.4610888725978432,urban,tier_2,male,4,"[""You already know java and py, which are required skills"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.9) make you a competitive candidate""]",[],{},"[""java"", ""py""]",2
STU_0005,INT_0072,0.0010130921371447,0.5519023414104068,urban,tier_2,male,5,"[""You already know java and py, which are required skills"", ""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.9) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java"", ""py""]",2
STU_0006,INT_0137,0.0010352451813619,0.4378826424100678,rural,tier_2,male,1,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0006,INT_0052,0.0010338476597916,0.4323589049076115,rural,tier_2,male,2,"[""You already know java and ml, which are required skills"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java"", ""ml""]",2
STU_0006,INT_0004,0.0010321156964706,0.4502523739745353,rural,tier_2,male,3,"[""You already know ml, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""ml""]",1
STU_0006,INT_0022,0.0010011502417202,0.5018250887852908,rural,tier_2,male,4,"[""You already know java, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0006,INT_0144,0.0009960565346984,0.4711828060941423,rural,tier_2,male,5,"[""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself"", ""This role offers excellent learning opportunities in web development""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}",[],0
STU_0007,INT_0067,0.0010166563712121,0.4037645460969927,urban,tier_2,male,1,"[""You already know sql, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""py"", ""nodejs js""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0007,INT_0016,0.0010161599639013,0.4613455378203711,urban,tier_2,male,2,"[""You already know sql, which is required for this role"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""sql""]",1
STU_0007,INT_0145,0.0010145213715236,0.4654624617753652,urban,tier_2,male,3,"[""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data"", ""Promoting diversity by including students from all college tiers""]","[""reactjs"", ""nodejs js""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0007,INT_0105,0.0010144096876602,0.3891280695933788,urban,tier_2,male,4,"[""You already know sql, which is required for this role"", ""This data science role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0007,INT_0146,0.0010114924752152,0.4757879517050726,urban,tier_2,male,5,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0008,INT_0043,0.0009989946318372,0.540376630263514,rural,tier_2,male,1,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0008,INT_0020,0.0009959718309854,0.4869653898868512,rural,tier_2,male,2,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""ml"", ""nodejs js""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0008,INT_0001,0.0009948274179471,0.5247218095991428,rural,tier_2,male,3,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0008,INT_0200,0.0009888245675116,0.521270116095589,rural,tier_2,male,4,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""py""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0008,INT_0147,0.000973639914004,0.4777606740866726,rural,tier_2,male,5,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Ensuring equal opportunities for rural students like yourself""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0009,INT_0007,0.0010426023107436,0.4221062313254337,urban,tier_3,male,1,"[""You already know py, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0009,INT_0126,0.0010385051225209,0.4276737792465525,urban,tier_3,male,2,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""java"", ""ml""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0009,INT_0089,0.0010365092785578,0.3925297905138718,urban,tier_3,male,3,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""sql"", ""ml""]","{""sql"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""sql\"" courses"", ""link"": ""https://www.google.com/search?q=sql+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0009,INT_0070,0.0010268206707298,0.4128123791744771,urban,tier_3,male,4,"[""You already know py, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate""]","[""reactjs"", ""nodejs js""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""py""]",1
STU_0009,INT_0069,0.001025250825388,0.4824263351892047,urban,tier_3,male,5,"[""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.3) make you a competitive candidate"", ""Good selection probability based on historical data""]","[""java"", ""reactjs""]","{""java"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""java\"" courses"", ""link"": ""https://www.google.com/search?q=java+online+course"", ""rating"": 0.0}], ""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}",[],0
STU_0010,INT_0191,0.0010219329304972,0.481251635712454,urban,tier_3,male,1,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""java"", ""ml""]",2
STU_0010,INT_0104,0.0010214459940924,0.4198127436559126,urban,tier_3,male,2,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]",[],{},"[""java"", ""ml""]",2
STU_0010,INT_0066,0.0010199654110191,0.4036061607702332,urban,tier_3,male,3,"[""You already know java and ml, which are required skills"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java"", ""ml""]",2
STU_0010,INT_0138,0.0010199361914887,0.4273762657816258,urban,tier_3,male,4,"[""You already know java and ml, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java"", ""ml""]",2
STU_0010,INT_0023,0.0010035271634995,0.5146166243883008,urban,tier_3,male,5,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0011,INT_0083,0.0010641483427237,0.4097351697520705,urban,tier_2,male,1,"[""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.4) make you a competitive candidate"", ""Good selection probability based on historical data""]","[""nodejs js"", ""reactjs"", ""ml""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}], ""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}",[],0
STU_0011,INT_0004,0.001058742172741,0.5243396589616961,urban,tier_2,male,2,"[""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.4) make you a competitive candidate"", ""Good selection probability based on historical data""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}",[],0
STU_0011,INT_0047,0.0010521135155901,0.4142186146884427,urban,tier_2,male,3,"[""You already know sql and java, which are required skills"", ""This software development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.4) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql"", ""java""]",2
STU_0011,INT_0072,0.0010444338458471,0.4051714992821366,urban,tier_2,male,4,"[""You already know java, which is required for this role"", ""This mobile apps role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.4) make you a competitive candidate""]","[""py"", ""nodejs js""]","{""py"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""py\"" courses"", ""link"": ""https://www.google.com/search?q=py+online+course"", ""rating"": 0.0}], ""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0011,INT_0035,0.0010064058303321,0.5288249426602724,urban,tier_2,male,5,"[""You already know sql, which is required for this role"", ""This ai/ml role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.4) make you a competitive candidate""]","[""ml""]","{""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""sql""]",1
STU_0012,INT_0052,0.0010155001363616,0.5565533584663415,urban,tier_3,female,1,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Good selection probability based on historical data""]","[""reactjs"", ""ml""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}], ""ml"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""ml\"" courses"", ""link"": ""https://www.google.com/search?q=ml+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0012,INT_0029,0.0009981196567424,0.5517826151874703,urban,tier_3,female,2,"[""This web development role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers"", ""This role offers excellent learning opportunities in web development""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}",[],0
STU_0012,INT_0137,0.0009879108399858,0.5736932622284273,urban,tier_3,female,3,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0012,INT_0101,0.0009804888316468,0.5443024930959606,urban,tier_3,female,4,"[""You already know java, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]","[""reactjs""]","{""reactjs"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""reactjs\"" courses"", ""link"": ""https://www.google.com/search?q=reactjs+online+course"", ""rating"": 0.0}]}","[""java""]",1
STU_0012,INT_0009,0.0009719654925541,0.6343262766328308,urban,tier_3,female,5,"[""You already know java and py, which are required skills"", ""This ai/ml role aligns perfectly with your  background"", ""Promoting diversity by including students from all college tiers""]",[],{},"[""java"", ""py""]",2
STU_0013,INT_0001,0.0010640163025517,0.4226093561424517,rural,tier_1,female,1,"[""You already know sql, which is required for this role"", ""This web development role aligns perfectly with your  background"", ""Your strong academics (CGPA: 8.2) make you a competitive candidate""]","[""nodejs js""]","{""nodejs js"": [{""platform"": ""Multiple Platforms"", ""course_name"": ""Search for \""nodejs js\"" courses"", ""link"": ""https://www.google.com/search?q=nodejs js+online+course"", ""rating"": 0.0}]}","[""sql""]",1
